Gene,adatcodoncount,adatcodonfreq,proteinlennucleotides,ADAT_transformed_ordered_pvalues,ADAT_pvalues_raw,chisquareadatenrichedstatus,expected_adat_codons,observed_adat_codons,protein_length_AA,feature
CCDS60321.1,67,0.2255892255892256,891,-0.9997477509766727,0.000252249023327326,enriched,43,67,297,gene
CCDS60322.1,37,0.18048780487804877,615,-0.6232408821884179,0.3767591178115821,nonsignificant,32,37,205,gene
CCDS60323.1,36,0.21686746987951808,498,-0.9721931049730027,0.027806895026997264,nonsignificant,25,36,166,gene
CCDS60324.1,46,0.20087336244541484,687,-0.9604082367633094,0.03959176323669052,nonsignificant,34,46,229,gene
CCDS60325.1,37,0.19576719576719576,567,-0.8626051741441992,0.13739482585580076,nonsignificant,29,37,189,gene
CCDS60330.1,14,0.11965811965811966,351,0.5331457291772748,0.46685427082272524,nonsignificant,17,14,117,gene
CCDS60351.1,69,0.14680851063829786,1410,0.1876196359121154,0.8123803640878846,nonsignificant,71,69,470,gene
CCDS60356.1,58,0.10431654676258993,1668,0.9860937031046539,0.013906296895346027,nonsignificant,80,58,556,gene
CCDS60383.1,67,0.1425531914893617,1410,-0.5576442667048597,0.44235573329514033,nonsignificant,61,67,470,gene
CCDS60384.1,73,0.08488372093023255,2580,0.9999346058121946,6.539418780533551e-05,depleted,116,73,860,gene
CCDS60390.1,28,0.109375,768,0.0,1.0,nonsignificant,28,28,256,gene
CCDS60396.1,12,0.0851063829787234,423,0.8917063441009908,0.10829365589900916,nonsignificant,19,12,141,gene
CCDS60402.1,43,0.14098360655737704,915,0.5295135779412105,0.47048642205878954,nonsignificant,48,43,305,gene
CCDS60429.1,16,0.11594202898550725,414,0.5087028757841068,0.4912971242158932,nonsignificant,19,16,138,gene
CCDS60430.1,14,0.15053763440860216,279,0.3829249225480261,0.6170750774519739,nonsignificant,16,14,93,gene
CCDS60432.1,60,0.24896265560165975,723,-0.9945214467574526,0.00547855324254737,nonsignificant,42,60,241,gene
CCDS60453.1,46,0.14067278287461774,981,0.4283923550466686,0.5716076449533314,nonsignificant,50,46,327,gene
CCDS60455.1,142,0.15865921787709497,2685,-0.8940024515750548,0.10599754842494528,nonsignificant,124,142,895,gene
CCDS60457.1,33,0.07764705882352942,1275,0.9989716768893696,0.0010283231106303406,depleted,58,33,425,gene
CCDS60458.1,42,0.08936170212765958,1410,0.9918490284064972,0.008150971593502705,nonsignificant,63,42,470,gene
CCDS60459.1,42,0.08786610878661087,1434,0.9956663963156911,0.004333603684308919,nonsignificant,65,42,478,gene
CCDS60465.1,11,0.09482758620689655,348,0.8543899046031371,0.1456100953968629,nonsignificant,17,11,116,gene
CCDS60470.1,14,0.1206896551724138,348,-0.2184887050012866,0.7815112949987134,nonsignificant,13,14,116,gene
CCDS60479.1,117,0.21869158878504674,1605,-0.9999987637799961,1.236220003948495e-06,enriched,75,117,535,gene
CCDS60482.1,64,0.10996563573883161,1746,0.3723741949716407,0.6276258050283593,nonsignificant,68,64,582,gene
CCDS60484.1,24,0.1643835616438356,438,-0.842700792949719,0.15729920705028105,nonsignificant,18,24,146,gene
CCDS60486.1,12,0.09090909090909091,396,0.4070199019825733,0.5929800980174267,nonsignificant,14,12,132,gene
CCDS60493.1,87,0.12590448625180897,2073,0.7722000060117744,0.22779999398822554,nonsignificant,99,87,691,gene
CCDS60494.1,73,0.13082437275985664,1674,0.5661519342335609,0.4338480657664391,nonsignificant,80,73,558,gene
CCDS60497.1,67,0.1392931392931393,1443,0.5174747876861178,0.48252521231388223,nonsignificant,73,67,481,gene
CCDS60498.1,30,0.08174386920980926,1101,0.999251039552361,0.0007489604476389001,depleted,55,30,367,gene
CCDS60499.1,63,0.09143686502177069,2067,0.9999704009248724,2.9599075127518226e-05,depleted,106,63,689,gene
CCDS60500.1,73,0.08429561200923788,2598,0.9999988341746511,1.1658253489741944e-06,depleted,128,73,866,gene
CCDS60501.1,229,0.16962962962962963,4050,-0.7847178605339843,0.21528213946601568,nonsignificant,211,229,1350,gene
CCDS60502.1,230,0.16727272727272727,4125,-0.7836325197424056,0.21636748025759447,nonsignificant,212,230,1375,gene
CCDS60504.1,158,0.16934619506966775,2799,-0.7566549908512408,0.24334500914875917,nonsignificant,144,158,933,gene
CCDS60505.1,153,0.17647058823529413,2601,-0.8283659970007484,0.17163400299925152,nonsignificant,137,153,867,gene
CCDS60506.1,22,0.11518324607329843,573,0.4514937644998529,0.5485062355001471,nonsignificant,25,22,191,gene
CCDS60511.1,68,0.08353808353808354,2442,0.9999985512767393,1.4487232606558285e-06,depleted,121,68,814,gene
CCDS60513.1,49,0.15457413249211358,951,-0.11476608552679846,0.8852339144732015,nonsignificant,48,49,317,gene
CCDS60514.1,53,0.0647921760391198,2454,0.9981361520649701,0.001863847935029948,depleted,81,53,818,gene
CCDS60517.1,105,0.21428571428571427,1470,-0.9999927736100118,7.226389988223059e-06,enriched,68,105,490,gene
CCDS60518.1,17,0.16346153846153846,312,-0.3944233836646538,0.6055766163353462,nonsignificant,15,17,104,gene
CCDS60519.1,89,0.15505226480836237,1722,-0.48983806191552137,0.5101619380844786,nonsignificant,83,89,574,gene
CCDS60520.1,42,0.06422018348623854,1962,0.9999993706632375,6.293367625224976e-07,depleted,89,42,654,gene
CCDS60524.1,87,0.13765822784810128,1896,0.5297023699326726,0.4702976300673274,nonsignificant,94,87,632,gene
CCDS60527.1,26,0.08414239482200647,927,0.9904712086136782,0.009528791386321823,nonsignificant,43,26,309,gene
CCDS60529.1,87,0.08192090395480225,3186,0.9999896907050317,1.0309294968240953e-05,depleted,139,87,1062,gene
CCDS60537.1,31,0.11151079136690648,834,0.9103670057321112,0.0896329942678889,nonsignificant,42,31,278,gene
CCDS60538.1,154,0.06528189910979229,7077,1.0,4.642451764633813e-23,depleted,335,154,2359,gene
CCDS60541.1,74,0.07551020408163266,2940,0.9999993645288286,6.354711713969303e-07,depleted,131,74,980,gene
CCDS60542.1,13,0.11711711711711711,333,0.3944233836646538,0.6055766163353462,nonsignificant,15,13,111,gene
CCDS60544.1,23,0.060526315789473685,1140,0.9997962215404385,0.00020377845956151062,depleted,49,23,380,gene
CCDS60547.1,66,0.058098591549295774,3408,0.9999999999464058,5.359424979404294e-11,depleted,145,66,1136,gene
CCDS60551.1,28,0.11864406779661017,708,0.615911750526148,0.384088249473852,nonsignificant,33,28,236,gene
CCDS60552.1,34,0.12878787878787878,792,0.3781265756692591,0.6218734243307409,nonsignificant,37,34,264,gene
CCDS60553.1,36,0.15859030837004406,681,-0.13422762500737861,0.8657723749926214,nonsignificant,35,36,227,gene
CCDS60558.1,85,0.17819706498951782,1431,-0.9033857915521475,0.09661420844785248,nonsignificant,71,85,477,gene
CCDS60560.1,291,0.15832426550598477,5514,-0.23250734867632994,0.7674926513236701,nonsignificant,286,291,1838,gene
CCDS60569.1,219,0.17704122877930478,3711,-0.9978813826358204,0.002118617364179647,enriched,178,219,1237,gene
CCDS60571.1,39,0.23076923076923078,507,-0.9892125507453297,0.010787449254670376,nonsignificant,26,39,169,gene
CCDS60572.1,33,0.2558139534883721,387,-0.999593047982555,0.00040695201744495946,enriched,18,33,129,gene
CCDS60574.1,161,0.1831626848691695,2637,-0.9596802786041041,0.04031972139589594,nonsignificant,137,161,879,gene
CCDS60576.1,90,0.19027484143763213,1419,-0.9831725905172432,0.01682740948275682,nonsignificant,70,90,473,gene
CCDS60581.1,96,0.1711229946524064,1683,-0.6654057404145172,0.33459425958548283,nonsignificant,87,96,561,gene
CCDS60582.1,70,0.06679389312977099,3144,0.9999999951577229,4.8422771848444046e-09,depleted,139,70,1048,gene
CCDS60583.1,23,0.08778625954198473,786,0.8492372249733589,0.1507627750266412,nonsignificant,31,23,262,gene
CCDS60590.1,87,0.047775947281713346,5463,1.0,1.7365234186346295e-21,depleted,232,87,1821,gene
CCDS60591.1,60,0.07682458386683738,2343,0.9999991055268175,8.944731824900335e-07,depleted,112,60,781,gene
CCDS60602.1,9,0.06870229007633588,393,0.9944220059966018,0.005577994003398252,nonsignificant,22,9,131,gene
CCDS60605.1,223,0.18614357262103506,3594,-0.9986495195626466,0.0013504804373534551,enriched,180,223,1198,gene
CCDS60680.1,174,0.19506726457399104,2676,-0.9996222377452424,0.0003777622547575828,enriched,133,174,892,gene
CCDS60696.1,121,0.1967479674796748,1845,-0.9975009711423888,0.002499028857611256,enriched,92,121,615,gene
CCDS60706.1,71,0.13123844731977818,1623,-0.19026794020681004,0.80973205979319,nonsignificant,69,71,541,gene
CCDS60712.1,56,0.14285714285714285,1176,0.0,1.0,nonsignificant,56,56,392,gene
CCDS60713.1,44,0.13793103448275862,957,0.1185025478089865,0.8814974521910135,nonsignificant,45,44,319,gene
CCDS60720.1,64,0.10031347962382445,1914,0.99852995549763,0.0014700445023699711,depleted,95,64,638,gene
CCDS60721.1,64,0.10526315789473684,1824,0.9953505661801915,0.004649433819808538,nonsignificant,91,64,608,gene
CCDS60725.1,79,0.05825958702064897,4068,0.9999999999980134,1.9866760408017042e-12,depleted,171,79,1356,gene
CCDS60726.1,179,0.1621376811594203,3312,-0.9714749788443897,0.02852502115561023,nonsignificant,152,179,1104,gene
CCDS60727.1,153,0.16363636363636364,2805,-0.9931697441369559,0.006830255863044081,nonsignificant,123,153,935,gene
CCDS60735.1,104,0.19961612284069097,1563,-0.9893981564315134,0.010601843568486593,nonsignificant,81,104,521,gene
CCDS60736.1,97,0.1975560081466395,1473,-0.9839977929965641,0.01600220700343591,nonsignificant,76,97,491,gene
CCDS60746.1,119,0.21955719557195572,1626,-0.999987013507458,1.2986492541972959e-05,enriched,80,119,542,gene
CCDS60759.1,110,0.16152716593245228,2043,-0.8761877761786674,0.12381222382133264,nonsignificant,95,110,681,gene
CCDS60760.1,99,0.16229508196721312,1830,-0.8390328030288525,0.16096719697114753,nonsignificant,86,99,610,gene
CCDS60762.1,14,0.0945945945945946,444,0.6542214138488399,0.3457785861511601,nonsignificant,18,14,148,gene
CCDS60784.1,108,0.21386138613861386,1515,-0.9988966510586936,0.0011033489413063281,enriched,79,108,505,gene
CCDS60801.1,3,0.031914893617021274,282,0.9944543326847559,0.0055456673152440615,nonsignificant,13,3,94,gene
CCDS60802.1,46,0.23,600,-0.8056340891968946,0.19436591080310542,nonsignificant,38,46,200,gene
CCDS60807.1,89,0.21040189125295508,1269,-0.999953087541789,4.69124582109418e-05,enriched,58,89,423,gene
CCDS60808.1,86,0.20772946859903382,1242,-0.9999390025711035,6.099742889649526e-05,enriched,56,86,414,gene
CCDS60809.1,68,0.19047619047619047,1071,-0.9734997193975081,0.026500280602491884,nonsignificant,52,68,357,gene
CCDS60817.1,117,0.13797169811320756,2544,-0.0739754199128253,0.9260245800871747,nonsignificant,116,117,848,gene
CCDS60818.1,117,0.13716295427901523,2559,0.0,1.0,nonsignificant,117,117,853,gene
CCDS60827.1,80,0.1353637901861252,1773,-0.5145011973557178,0.48549880264428225,nonsignificant,74,80,591,gene
CCDS60828.1,65,0.125,1560,-0.09947644966022584,0.9005235503397742,nonsignificant,64,65,520,gene
CCDS60830.1,79,0.1867612293144208,1269,-0.939207276469477,0.060792723530523014,nonsignificant,64,79,423,gene
CCDS60835.1,116,0.2230769230769231,1560,-0.9981235854444921,0.001876414555507864,enriched,87,116,520,gene
CCDS60836.1,105,0.23542600896860988,1338,-0.9991206485981646,0.0008793514018353307,enriched,76,105,446,gene
CCDS60845.1,28,0.23931623931623933,351,-0.9973002039367398,0.0026997960632601883,enriched,16,28,117,gene
CCDS60846.1,90,0.22959183673469388,1176,-0.9996234610179136,0.0003765389820864817,enriched,62,90,392,gene
CCDS60850.1,62,0.2339622641509434,795,-0.9979717688515479,0.0020282311484520824,enriched,42,62,265,gene
CCDS60880.1,11,0.0873015873015873,378,0.0,1.0,nonsignificant,11,11,126,gene
CCDS60891.1,42,0.10473815461346633,1203,0.9203841985398865,0.07961580146011352,nonsignificant,55,42,401,gene
CCDS60893.1,93,0.21627906976744185,1290,-0.9999904191428015,9.580857198511218e-06,enriched,59,93,430,gene
CCDS60895.1,105,0.2741514360313316,1149,-0.9999984178387736,1.5821612264187486e-06,enriched,66,105,383,gene
CCDS60908.1,36,0.1592920353982301,678,-0.7266783217077051,0.273321678292295,nonsignificant,30,36,226,gene
CCDS60929.1,52,0.11529933481152993,1353,0.7508152947385063,0.24918470526149378,nonsignificant,61,52,451,gene
CCDS60930.1,51,0.11258278145695365,1359,0.7023616828533596,0.2976383171466403,nonsignificant,59,51,453,gene
CCDS60938.1,27,0.07627118644067797,1062,0.9896182042102982,0.010381795789701767,nonsignificant,44,27,354,gene
CCDS60944.1,66,0.13387423935091278,1479,0.7013024440050328,0.29869755599496717,nonsignificant,75,66,493,gene
CCDS60945.1,63,0.13846153846153847,1365,0.5972163057535244,0.40278369424647564,nonsignificant,70,63,455,gene
CCDS60957.1,25,0.1141552511415525,657,0.7840750610598632,0.21592493894013678,nonsignificant,32,25,219,gene
CCDS60958.1,20,0.1388888888888889,432,0.7606834587785081,0.23931654122149193,nonsignificant,26,20,144,gene
CCDS60959.1,7,0.08139534883720931,258,0.9039076705443266,0.0960923294556734,nonsignificant,13,7,86,gene
CCDS60960.1,16,0.1322314049586777,363,0.5087028757841068,0.4912971242158932,nonsignificant,19,16,121,gene
CCDS60974.1,197,0.1561014263074485,3786,-0.6992889528516901,0.3007110471483099,nonsignificant,183,197,1262,gene
CCDS60976.1,74,0.13479052823315119,1647,0.676787765377695,0.3232122346223049,nonsignificant,83,74,549,gene
CCDS60998.1,109,0.1775244299674267,1842,-0.9029089324035233,0.0970910675964767,nonsignificant,93,109,614,gene
CCDS61010.1,333,0.23157162726008346,4314,-0.999999998800829,1.1991709807509325e-09,enriched,239,333,1438,gene
CCDS61027.1,135,0.18317503392130258,2211,-0.977272182498287,0.022727817501713068,nonsignificant,111,135,737,gene
CCDS61084.1,63,0.15035799522673032,1257,0.28807684930780997,0.71192315069219,nonsignificant,66,63,419,gene
CCDS61089.1,17,0.07053941908713693,723,0.9989909090119039,0.001009090988096044,depleted,37,17,241,gene
CCDS61095.1,64,0.08533333333333333,2250,0.9999993342691018,6.657308982373516e-07,depleted,118,64,750,gene
CCDS61096.1,64,0.08660351826792964,2217,0.9999990409099508,9.590900491694655e-07,depleted,117,64,739,gene
CCDS61098.1,64,0.0881542699724518,2178,0.9999980231298138,1.976870186203371e-06,depleted,115,64,726,gene
CCDS61104.1,24,0.061696658097686374,1167,0.9998436472884,0.00015635271159998698,depleted,51,24,389,gene
CCDS61106.1,68,0.1349206349206349,1512,0.7424820177509404,0.2575179822490596,nonsignificant,78,68,504,gene
CCDS61109.1,14,0.07567567567567568,555,0.9876454149821281,0.01235458501787193,nonsignificant,27,14,185,gene
CCDS61117.1,24,0.1889763779527559,381,-0.4873092397380765,0.5126907602619235,nonsignificant,21,24,127,gene
CCDS61118.1,45,0.16544117647058823,816,-0.663331632389964,0.33666836761003605,nonsignificant,39,45,272,gene
CCDS61120.1,52,0.15522388059701492,1005,-0.5341970907581558,0.4658029092418442,nonsignificant,47,52,335,gene
CCDS61124.1,55,0.21739130434782608,759,-0.9822939341926333,0.017706065807366642,nonsignificant,40,55,253,gene
CCDS61137.1,20,0.12422360248447205,483,0.33018464240058343,0.6698153575994166,nonsignificant,22,20,161,gene
CCDS61138.1,18,0.11612903225806452,465,0.4873092397380765,0.5126907602619235,nonsignificant,21,18,155,gene
CCDS61139.1,23,0.12365591397849462,558,0.31084348322064836,0.6891565167793516,nonsignificant,25,23,186,gene
CCDS61146.1,48,0.1568627450980392,918,-0.45350640459341784,0.5464935954065822,nonsignificant,44,48,306,gene
CCDS61158.1,4,0.03125,384,0.9422204288764029,0.05777957112359715,nonsignificant,10,4,128,gene
CCDS61159.1,4,0.030534351145038167,393,0.9874450814030334,0.01255491859696653,nonsignificant,13,4,131,gene
CCDS61160.1,5,0.03571428571428571,420,0.9734997193975081,0.026500280602491884,nonsignificant,13,5,140,gene
CCDS61170.1,101,0.21085594989561587,1437,-0.990792098817015,0.009207901182984929,nonsignificant,78,101,479,gene
CCDS61171.1,63,0.19148936170212766,987,-0.8728470073999858,0.1271529926000142,nonsignificant,52,63,329,gene
CCDS61175.1,119,0.0704558910597987,5067,1.0,3.000108298624366e-19,depleted,265,119,1689,gene
CCDS61177.1,121,0.07219570405727924,5028,1.0,1.3555208166242632e-18,depleted,264,121,1676,gene
CCDS61178.1,124,0.07242990654205607,5136,1.0,9.503051357643779e-19,depleted,269,124,1712,gene
CCDS61182.1,73,0.11717495987158909,1869,0.9760014448437412,0.02399855515625881,nonsignificant,95,73,623,gene
CCDS61187.1,34,0.11888111888111888,858,0.9231567559663437,0.0768432440336563,nonsignificant,46,34,286,gene
CCDS61189.1,20,0.062111801242236024,966,0.9984345977419975,0.001565402258002549,depleted,40,20,322,gene
CCDS61192.1,88,0.15630550621669628,1689,-0.3374794164599426,0.6625205835400574,nonsignificant,84,88,563,gene
CCDS61193.1,45,0.11278195488721804,1197,0.8224701475878504,0.1775298524121496,nonsignificant,55,45,399,gene
CCDS61194.1,133,0.1504524886877828,2652,0.2674557385724139,0.7325442614275861,nonsignificant,137,133,884,gene
CCDS61195.1,122,0.145933014354067,2508,0.5171003022198084,0.4828996977801916,nonsignificant,130,122,836,gene
CCDS61236.1,68,0.12878787878787878,1584,0.6949411407383247,0.3050588592616753,nonsignificant,77,68,528,gene
CCDS61251.1,32,0.1641025641025641,585,-0.14253755804075885,0.8574624419592412,nonsignificant,31,32,195,gene
CCDS61252.1,75,0.17772511848341233,1266,-0.869429981884263,0.13057001811573693,nonsignificant,63,75,422,gene
CCDS61273.1,48,0.21145374449339208,681,-0.9953222650189527,0.004677734981047276,nonsignificant,32,48,227,gene
CCDS61275.1,24,0.08955223880597014,804,0.9768590686912563,0.023140931308743732,nonsignificant,38,24,268,gene
CCDS61286.1,88,0.2371967654986523,1113,-0.9999597518137611,4.0248186238977824e-05,enriched,57,88,371,gene
CCDS61307.1,36,0.04878048780487805,2214,0.9999999985806733,1.4193266516012245e-09,depleted,95,36,738,gene
CCDS61309.1,20,0.08849557522123894,678,0.9763648980171661,0.02363510198283392,nonsignificant,33,20,226,gene
CCDS61311.1,76,0.09359605911330049,2436,0.9999882778885305,1.1722111469515691e-05,depleted,125,76,812,gene
CCDS61320.1,12,0.13953488372093023,258,0.4070199019825733,0.5929800980174267,nonsignificant,14,12,86,gene
CCDS61325.1,39,0.0663265306122449,1764,0.999999923787087,7.62129129638297e-08,depleted,90,39,588,gene
CCDS61334.1,19,0.14074074074074075,405,0.3374794164599426,0.6625205835400574,nonsignificant,21,19,135,gene
CCDS61361.1,22,0.05472636815920398,1206,0.922900128256458,0.07709987174354202,nonsignificant,32,22,402,gene
CCDS61362.1,22,0.062146892655367235,1062,0.8063535687307831,0.19364643126921688,nonsignificant,29,22,354,gene
CCDS61384.1,62,0.17174515235457063,1083,-0.7836325197424056,0.21636748025759447,nonsignificant,53,62,361,gene
CCDS61386.1,62,0.16847826086956522,1104,-0.7836325197424056,0.21636748025759447,nonsignificant,53,62,368,gene
CCDS61394.1,83,0.1438474870017331,1731,-0.1758591042581148,0.8241408957418852,nonsignificant,81,83,577,gene
CCDS61395.1,65,0.139186295503212,1401,0.0,1.0,nonsignificant,65,65,467,gene
CCDS61396.1,87,0.14646464646464646,1782,-0.17173745916468852,0.8282625408353115,nonsignificant,85,87,594,gene
CCDS61399.1,57,0.15877437325905291,1077,-0.6778011938374213,0.3221988061625787,nonsignificant,50,57,359,gene
CCDS61400.1,74,0.14829659318637275,1497,-0.27818526956049205,0.721814730439508,nonsignificant,71,74,499,gene
CCDS61401.1,32,0.10631229235880399,903,0.906552177841386,0.09344782215861407,nonsignificant,43,32,301,gene
CCDS61403.1,77,0.275,840,-0.9999715823323296,2.8417667670336965e-05,enriched,48,77,280,gene
CCDS61404.1,91,0.23155216284987276,1179,-0.9648599334209071,0.03514006657909282,nonsignificant,73,91,393,gene
CCDS61408.1,36,0.19047619047619047,567,-0.8063535687307831,0.19364643126921688,nonsignificant,29,36,189,gene
CCDS61409.1,37,0.19170984455958548,579,-0.7987573790422797,0.20124262095772028,nonsignificant,30,37,193,gene
CCDS61410.1,43,0.17551020408163265,735,-0.24522357341289547,0.7547764265871045,nonsignificant,41,43,245,gene
CCDS61411.1,36,0.18,600,-0.3984918655594101,0.6015081344405899,nonsignificant,33,36,200,gene
CCDS61412.1,31,0.1949685534591195,477,-0.7698606595565869,0.23013934044341314,nonsignificant,25,31,159,gene
CCDS61413.1,124,0.20228384991843393,1839,-0.9991507731691808,0.0008492268308191808,enriched,92,124,613,gene
CCDS61415.1,37,0.1581196581196581,702,-0.8626051741441992,0.13739482585580076,nonsignificant,29,37,234,gene
CCDS61419.1,44,0.13707165109034267,963,0.23191743809905696,0.768082561900943,nonsignificant,46,44,321,gene
CCDS61437.1,10,0.043859649122807015,684,0.9999614438928438,3.8556107156203535e-05,depleted,34,10,228,gene
CCDS61438.1,7,0.041666666666666664,504,0.9996817828196849,0.000318217180315068,depleted,25,7,168,gene
CCDS61439.1,148,0.0721951219512195,6150,1.0,1.6980768751282665e-18,depleted,300,148,2050,gene
CCDS61440.1,155,0.07437619961612284,6252,1.0,2.831987160729711e-18,depleted,308,155,2084,gene
CCDS61454.1,60,0.20202020202020202,891,-0.9610000469875545,0.038999953012445555,nonsignificant,46,60,297,gene
CCDS61458.1,23,0.0777027027027027,888,0.9786414595661653,0.021358540433834634,nonsignificant,37,23,296,gene
CCDS61459.1,32,0.09495548961424333,1011,0.9473676974342595,0.05263230256574053,nonsignificant,45,32,337,gene
CCDS61462.1,27,0.08282208588957055,978,0.9988568234026434,0.0011431765973566508,depleted,50,27,326,gene
CCDS61463.1,26,0.08125,960,0.9989827586496713,0.0010172413503286523,depleted,49,26,320,gene
CCDS61467.1,27,0.06887755102040816,1176,0.9996448875211651,0.00035511247883489555,depleted,53,27,392,gene
CCDS61468.1,34,0.0734341252699784,1389,0.9998231654295984,0.00017683457040160785,depleted,64,34,463,gene
CCDS61469.1,71,0.16136363636363638,1320,-0.6184260942949787,0.38157390570502125,nonsignificant,64,71,440,gene
CCDS61470.1,78,0.16421052631578947,1425,-0.7214013281620405,0.2785986718379595,nonsignificant,69,78,475,gene
CCDS61480.1,150,0.17421602787456447,2583,-0.9804497309071144,0.019550269092885555,nonsignificant,124,150,861,gene
CCDS61481.1,162,0.17197452229299362,2826,-0.9909765611819197,0.009023438818080326,nonsignificant,132,162,942,gene
CCDS61483.1,20,0.10989010989010989,546,0.8220682747317493,0.17793172526825074,nonsignificant,27,20,182,gene
CCDS61484.1,21,0.08267716535433071,762,0.9875806693484477,0.01241933065155227,nonsignificant,36,21,254,gene
CCDS61485.1,168,0.20047732696897375,2514,-0.9994047257777853,0.0005952742222146796,enriched,129,168,838,gene
CCDS61488.1,214,0.19366515837104073,3315,-0.9994629026307111,0.0005370973692888951,enriched,169,214,1105,gene
CCDS61490.1,251,0.14069506726457398,5352,0.46407340407599507,0.5359265959240049,nonsignificant,261,251,1784,gene
CCDS61491.1,251,0.14077397644419518,5349,0.46407340407599507,0.5359265959240049,nonsignificant,261,251,1783,gene
CCDS61495.1,44,0.11956521739130435,1104,0.0,1.0,nonsignificant,44,44,368,gene
CCDS61496.1,49,0.11864406779661017,1239,0.32260839807372255,0.6773916019262775,nonsignificant,52,49,413,gene
CCDS61497.1,52,0.13720316622691292,1137,-0.7032824736779426,0.2967175263220574,nonsignificant,45,52,379,gene
CCDS61498.1,113,0.14790575916230367,2292,-0.7675394887791764,0.23246051122082356,nonsignificant,101,113,764,gene
CCDS61501.1,86,0.16443594646271512,1569,-0.3413125825921155,0.6586874174078845,nonsignificant,82,86,523,gene
CCDS61504.1,19,0.3114754098360656,183,-0.9566918571892079,0.04330814281079206,nonsignificant,12,19,61,gene
CCDS61515.1,117,0.1833855799373041,1914,-0.8322473339319045,0.1677526660680954,nonsignificant,103,117,638,gene
CCDS61522.1,11,0.09482758620689655,348,0.6983004175216551,0.30169958247834494,nonsignificant,15,11,116,gene
CCDS61523.1,12,0.08571428571428572,420,0.7747470936393503,0.22525290636064965,nonsignificant,17,12,140,gene
CCDS61524.1,9,0.07563025210084033,357,0.9198816862723658,0.08011831372763421,nonsignificant,16,9,119,gene
CCDS61525.1,14,0.0979020979020979,429,0.7486508911897807,0.2513491088102194,nonsignificant,19,14,143,gene
CCDS61532.1,40,0.06722689075630252,1785,0.9999831234741305,1.6876525869431658e-05,depleted,78,40,595,gene
CCDS61542.1,51,0.17770034843205576,861,-0.9180096789996174,0.08199032100038259,nonsignificant,40,51,287,gene
CCDS61552.1,55,0.14102564102564102,1170,-0.32260839807372255,0.6773916019262775,nonsignificant,52,55,390,gene
CCDS61567.1,102,0.27419354838709675,1116,-0.9999979658335149,2.034166485137406e-06,enriched,64,102,372,gene
CCDS61572.1,58,0.09162717219589257,1899,0.969631527765746,0.030368472234254,nonsignificant,77,58,633,gene
CCDS61574.1,60,0.0947867298578199,1899,0.9472949582097733,0.05270504179022673,nonsignificant,77,60,633,gene
CCDS61575.1,60,0.0949367088607595,1896,0.967456221293186,0.03254377870681402,nonsignificant,79,60,632,gene
CCDS61576.1,59,0.09320695102685624,1899,0.9597613228802409,0.04023867711975919,nonsignificant,77,59,633,gene
CCDS61577.1,60,0.09508716323296355,1893,0.9472949582097733,0.05270504179022673,nonsignificant,77,60,631,gene
CCDS61578.1,59,0.09320695102685624,1899,0.9755622122621477,0.0244377877378523,nonsignificant,79,59,633,gene
CCDS61581.1,181,0.12746478873239436,4260,0.9292571963415647,0.07074280365843529,nonsignificant,207,181,1420,gene
CCDS61582.1,92,0.138763197586727,1989,0.4555460227252973,0.5444539772747027,nonsignificant,98,92,663,gene
CCDS61584.1,142,0.12337098175499565,3453,0.9778320942470112,0.022167905752988753,nonsignificant,172,142,1151,gene
CCDS61585.1,143,0.1231696813092162,3483,0.9844355886133661,0.015564411386633841,nonsignificant,175,143,1161,gene
CCDS61588.1,100,0.21231422505307856,1413,-0.9652372373777716,0.03476276262222839,nonsignificant,81,100,471,gene
CCDS61589.1,111,0.21553398058252426,1545,-0.9929784260468233,0.007021573953176727,nonsignificant,86,111,515,gene
CCDS61590.1,139,0.21821036106750394,1911,-0.9999655146805922,3.4485319407704807e-05,enriched,98,139,637,gene
CCDS61591.1,220,0.18787361229718189,3513,-0.9999995042421168,4.957578831904079e-07,enriched,157,220,1171,gene
CCDS61592.1,223,0.188663282571912,3546,-0.9999993660840717,6.339159282880283e-07,enriched,160,223,1182,gene
CCDS61599.1,608,0.1654421768707483,11025,-0.9999232643742167,7.67356257833016e-05,enriched,518,608,3675,gene
CCDS61602.1,116,0.10851262862488306,3207,0.9986378953284158,0.0013621046715842056,depleted,156,116,1069,gene
CCDS61603.1,118,0.10611510791366907,3336,0.999101087211886,0.000898912788114091,depleted,160,118,1112,gene
CCDS61612.1,12,0.05853658536585366,615,0.9504653865643735,0.04953461343562649,nonsignificant,21,12,205,gene
CCDS61613.1,14,0.06666666666666667,630,0.9587731666628362,0.041226833337163815,nonsignificant,24,14,210,gene
CCDS61619.1,54,0.1806020066889632,897,-0.6135237692287675,0.3864762307712325,nonsignificant,48,54,299,gene
CCDS61620.1,87,0.19817767653758542,1317,-0.922900128256458,0.07709987174354202,nonsignificant,72,87,439,gene
CCDS61621.1,62,0.18023255813953487,1032,-0.5773219258293647,0.4226780741706353,nonsignificant,56,62,344,gene
CCDS61632.1,76,0.07502467917077986,3039,0.9999998692491688,1.3075083113354067e-07,depleted,138,76,1013,gene
CCDS61641.1,40,0.07207207207207207,1665,0.9999751922161577,2.4807783842265165e-05,depleted,77,40,555,gene
CCDS61643.1,90,0.06901840490797546,3912,0.9999999999865745,1.3425465564101478e-11,depleted,181,90,1304,gene
